mark_name,model_name,mass_kg,fuel_consumption_lp100km,production_price,frontal_area_m2,co2_emissions_gl,engine_efficiency
STELLANTIS,3008 GT PURETECH 130 S&S EAT8,1395.0,6.5,19475.0,2.7,2246.153846153846,0.25
STELLANTIS,NUEVO C3 PURETECH 110 S&S EAT6 SHINE,1165.0,5.9,8804.0,2.5,2271.186440677966,0.25
STELLANTIS,NUEVO C4 PURETECH 130 S&S EAT8 PLUS,1353.0,5.7,9843.0,2.6,2280.7017543859647,0.25
STELLANTIS,BERLINGO TALLA M BLUEHDI 130 S&S SHINE (SOLO STOCK,1505.0,5.3,10316.0,2.6,2622.6415094339623,0.4
STELLANTIS,308 5P ALLURE PACK PURETECH 130 S&S EAT8,1363.0,5.7,8477.0,2.8,2263.157894736842,0.25
BMW,X2 SDRIVE16D,1570.0,,32215.0,2.4,,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V C-SERIES (SOLO STOC,1280.0,4.7,11330.0,2.2,2595.7446808510635,0.4
STELLANTIS,NUEVO 308 5P ALLURE PACK PURETECH 130 S&S EAT8,1363.0,5.7,8477.0,2.0,2263.157894736842,0.25
STELLANTIS,308 SW GT PURETECH 130 S&S EAT8,1420.0,5.9,8477.0,2.8,2237.2881355932204,0.25
STELLANTIS,308 5P GT PURETECH 130 S&S EAT8,1363.0,5.8,8477.0,2.0,2258.6206896551726,0.25
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V RIP CURL,1291.0,6.0,11330.0,2.7,2266.6666666666665,0.25
STELLANTIS,3008 GT PURETECH 130 S&S 6 VEL MAN,1395.0,6.2,19475.0,2.6,2258.064516129032,0.25
STELLANTIS,NUEVO C4 PURETECH 100 S&S 6V FEEL,1284.0,5.4,9843.0,2.9,2259.259259259259,0.25
STELLANTIS,5008 GT PURETECH 130 S&S EAT8,1505.0,6.7,16047.0,2.6,2253.731343283582,0.25
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V C SERIES (SOLO STOCK),1322.0,5.3,9843.0,2.6,2245.2830188679245,0.25
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S EAT8 FEEL PACK,1567.0,5.5,17283.0,2.9,2636.3636363636365,0.4
STELLANTIS,308 5P ALLURE PACK PURETECH 130 S&S 6 VEL MAN,1333.0,5.6,8477.0,2.5,2267.857142857143,0.25
STELLANTIS,CORSA GS 12T XHT AT8 S/S 130 CV (96KW),1233.0,5.4,8959.0,2.7,2259.259259259259,0.25
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V YOU,1291.0,5.9,11330.0,2.7,2254.237288135593,0.25
BMW,M135I XDRIVE,1600.0,,33032.0,2.4,,0.25
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V MAX,1310.0,5.0,11330.0,2.9,2600.0,0.4
STELLANTIS,NUEVO C3 PURETECH 83 S&S MAX,1055.0,5.5,8804.0,2.5,2236.3636363636365,0.25
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V FEEL (SOLO STOCK),1322.0,5.4,9843.0,2.3,2259.259259259259,0.25
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V FEEL PACK (SOLO ST,1291.0,5.9,11330.0,2.6,2254.237288135593,0.25
STELLANTIS,MOKKA BUSINESS ELEGANCE 12 T 130CV MT6 S/S 130 CV,1275.0,5.5,15522.0,2.6,2272.7272727272725,0.25
STELLANTIS,NUEVO ASTRA 5P GS 12T XHT MT6 S/S 130 HP (96KW),1341.0,5.5,9574.0,2.9,2272.7272727272725,0.25
STELLANTIS,308 SW ALLURE PURETECH 130 S&S 6 VEL MAN,1385.0,5.7,8477.0,2.7,2245.614035087719,0.25
STELLANTIS,MOKKA GS 12 T AT8 S/S 130CV (96 KW),1295.0,5.9,15522.0,2.6,2254.237288135593,0.25
STELLANTIS,N 508 5P ALLURE BLUEHDI 130 S&S EAT8,1557.0,5.0,16180.0,2.8,2620.0,0.4
STELLANTIS,5008 ALLURE PACK PURETECH 130 S&S 6 VEL MAN,1504.0,6.3,16047.0,3.0,2269.84126984127,0.25
STELLANTIS,MOKKA GS 12 T AT8 S/S 130 CV (96KW),1295.0,5.9,15522.0,2.8,2254.237288135593,0.25
STELLANTIS,2008 ALLURE BLUEHDI 130 S&S EAT8,1345.0,5.0,12275.0,2.6,2640.0,0.4
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V C SERIES,1483.0,6.2,17283.0,2.2,2274.1935483870966,0.25
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V FEEL PACK (SOLO STOCK,1322.0,5.3,9843.0,2.3,2245.2830188679245,0.25
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S EAT8 PLUS,1567.0,5.5,17283.0,2.5,2618.181818181818,0.4
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V FEEL PACK,1483.0,6.2,17283.0,2.4,2258.064516129032,0.25
STELLANTIS,NUEVO C4 BLUEHDI 130 S&S EAT8 PLUS,1399.0,4.9,9843.0,2.5,2632.6530612244896,0.4
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V FEEL,1322.0,5.4,9843.0,2.6,2259.259259259259,0.25
STELLANTIS,MOKKA ULTIMATE 15 D MT6 S/S 116 (81 KW),1295.0,4.5,15522.0,2.6,2644.4444444444443,0.4
STELLANTIS,MOKKA GS LINE 12 T 130CV MT6 S/S 130 CV (96KW),1275.0,5.5,15522.0,2.7,2254.5454545454545,0.25
STELLANTIS,208 5P GT PURETECH 100 S&S EAT8,1165.0,5.4,8793.0,2.6,2277.777777777778,0.25
STELLANTIS,NUEVO C4 PURETECH 130 S&S EAT8 SHINE,1353.0,5.8,9843.0,2.3,2241.3793103448274,0.25
STELLANTIS,NUEVO C4 PURETECH 100 S&S 6V FEEL (SOLO STOCK),1284.0,5.4,9843.0,2.6,2259.259259259259,0.25
STELLANTIS,NUEVO 308 5P ALLURE PURETECH 130 S&S EAT8,1363.0,5.7,8477.0,2.2,2263.157894736842,0.25
STELLANTIS,NUEVO ASTRA 5P ELEGANCE 12T XHT MT6 S/S 130 HP (9,1341.0,5.5,9574.0,2.5,2272.7272727272725,0.25
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S 6V FEEL (SOLO STOCK),1505.0,4.9,17283.0,3.0,2653.0612244897957,0.4
STELLANTIS,NUEVO ASTRA 5P ELEGANCE 15D DTH MT6 S/S 130 HP (9,1424.0,4.4,9574.0,2.5,2613.6363636363635,0.4
STELLANTIS,NUEVO C5 X PURETECH 180 S&S EAT8  SHINE PACK (SOLO,1542.0,6.5,7375.0,2.4,2261.5384615384614,0.25
STELLANTIS,MOKKA ULTIMATE 12 T MT6 S/S 136 (100 KW),1275.0,5.6,15522.0,2.5,2250.0,0.25
STELLANTIS,C5 AIRCROSS BLUEHDI130 S&S EAT8 SHINE PACK,1567.0,5.6,17283.0,2.5,2607.1428571428573,0.4
STELLANTIS,RIFTER ACTIVE PACK BLUEHDI 100 S&S 6 VEL MAN STAN,1505.0,5.2,31765.0,2.7,2634.6153846153843,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V FEEL PACK (SOLO STO,1280.0,4.6,11330.0,3.0,2608.6956521739135,0.4
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V SHINE (SOLO STOCK),1322.0,5.3,9843.0,2.2,2245.2830188679245,0.25
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V SHINE (SOLO STOCK),1280.0,4.7,11330.0,2.0,2595.7446808510635,0.4
STELLANTIS,NUEVO 308 5P ALLURE PACK PURETECH 130 S&S 6 VEL M,1333.0,5.6,8477.0,2.9,2267.857142857143,0.25
STELLANTIS,NUEVO 308 5P GT PURETECH 130 S&S EAT8,1363.0,5.8,8477.0,2.2,2258.6206896551726,0.25
STELLANTIS,MOKKA EDITION 12 T 100CV MT6 S/S 100 (74KW),1270.0,5.5,22853.0,2.5,2272.7272727272725,0.25
STELLANTIS,N2008 GT PURETECH 130 S&S EAT8,1280.0,5.9,12275.0,2.2,2254.237288135593,0.25
STELLANTIS,208 5P ACTIVE PURETECH 75 S&S 5 VEL MAN,1055.0,5.3,8793.0,2.1,2226.4150943396226,0.25
STELLANTIS,MOKKA BLACK EDITION 12 T AT8 S/S 130CV (96 KW),1295.0,5.9,15522.0,2.8,2254.237288135593,0.25
STELLANTIS,NUEVO C4X PURETECH 130 S&S EAT8 MAX,1364.0,5.7,9843.0,2.4,2263.157894736842,0.25
STELLANTIS,NUEVO C3 PURETECH 110 S&S 6V MAX,1165.0,5.4,8804.0,2.7,2240.7407407407404,0.25
STELLANTIS,308 5P ALLURE PACK BLUEHDI 130 S&S EAT8,1436.0,5.0,8477.0,2.2,2600.0,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 120 S&S EAT6 SHINE PACK (SOLO,1335.0,5.1,11330.0,2.6,2627.450980392157,0.4
STELLANTIS,CORSA EDITION 15D DT MT6 S/S 100 CV (74KW),1165.0,4.2,8959.0,2.3,2619.047619047619,0.4
STELLANTIS,CROSSLAND ELEGANCE 12 GAS AT6 S/S 130CV (96KW),1312.0,6.3,17586.0,3.0,2269.84126984127,0.25
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S EAT8 C SERIES,1567.0,5.5,17283.0,2.6,2636.3636363636365,0.4
STELLANTIS,RIFTER ALLURE PACK BLUEHDI 130 S&S 6 VEL MAN STAN,1505.0,5.3,31765.0,2.6,2622.6415094339623,0.4
STELLANTIS,C3 AIRCROSS PURETECH 130 S&S EAT6 SHINE PACK,1310.0,6.5,11330.0,2.3,2246.153846153846,0.25
STELLANTIS,5008 ALLURE PACK PURETECH 130 S&S EAT8,1505.0,6.6,16047.0,2.5,2272.727272727273,0.25
STELLANTIS,NUEVO 308 5P ACTIVE PACK BLUEHDI 130 S&S EAT8,1436.0,4.9,8477.0,2.5,2612.2448979591836,0.4
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V MAX,1322.0,5.3,9843.0,3.1,2264.1509433962265,0.25
STELLANTIS,3008 ALLURE PACK BLUEHDI 130 S&S 6 VEL MAN,1504.0,5.0,19475.0,2.1,2600.0,0.4
STELLANTIS,3008 ACTIVE PACK PURETECH 130 S&S EAT8,1395.0,6.4,19475.0,3.0,2265.625,0.25
STELLANTIS,RIFTER ALLURE BLUEHDI 100 S&S 6 VEL MAN STANDARD,1505.0,5.5,31765.0,2.5,2600.0,0.4
STELLANTIS,NUEVO 308 5P GT BLUEHDI 130 S&S EAT8,1436.0,5.0,8477.0,2.4,2640.0,0.4
STELLANTIS,MOKKA BUSINESS ELEGANCE 15 D 110CV MT6 S/S 110 CV,1295.0,4.4,15522.0,2.9,2636.363636363636,0.4
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S EAT8 FEEL PACK (SOLO,1505.0,6.6,17283.0,2.4,2257.5757575757575,0.25
STELLANTIS,CORSA GS 15D DT MT6 S/S 100 CV (74KW),1165.0,4.2,8959.0,3.1,2619.047619047619,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V C SERIES (SOLO STOC,1310.0,4.9,11330.0,2.8,2612.2448979591836,0.4
STELLANTIS,NUEVO 308 SW ALLURE PACK PURETECH 130 S&S 6 VEL M,1385.0,5.7,8477.0,2.5,2263.157894736842,0.25
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V PLUS,1322.0,5.3,9843.0,3.2,2264.1509433962265,0.25
STELLANTIS,MOKKA GS 12 T 130CV AT8 S/S 130 (96 KW),1295.0,5.9,15522.0,2.4,2237.2881355932204,0.25
STELLANTIS,308 5P ACTIVE PACK BLUEHDI 130 S&S EAT8,1436.0,4.9,8477.0,2.8,2612.2448979591836,0.4
STELLANTIS,2008 ACTIVE PACK BLUEHDI 130 S&S EAT8,1345.0,5.0,12275.0,2.7,2640.0,0.4
STELLANTIS,N2008 GT BLUEHDI 130 S&S EAT8,1345.0,5.0,12275.0,3.0,2640.0,0.4
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V SHINE PACK (SOLO S,1483.0,6.3,17283.0,3.1,2238.095238095238,0.25
STELLANTIS,MOKKA ELEGANCE 15 D 110CV MT6,1295.0,4.4,22853.0,2.6,2636.363636363636,0.4
STELLANTIS,NUEVO 308 SW ACTIVE PACK PURETECH 130 S&S 6 VEL M,1385.0,5.6,8477.0,2.4,2267.857142857143,0.25
STELLANTIS,NUEVO C4 BLUEHDI 110 S&S 6V FEEL (SOLO STOCK),1335.0,4.4,9843.0,2.4,2590.9090909090905,0.4
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S EAT8 SHINE PACK,1505.0,6.6,17283.0,3.2,2257.5757575757575,0.25
STELLANTIS,5008 ALLURE PACK BLUEHDI 130 S&S 6 VEL MAN,1590.0,5.1,16047.0,2.6,2627.450980392157,0.4
STELLANTIS,NUEVO C3 PURETECH 110 S&S EAT6 SHINE (SOLO STOCK),1165.0,6.0,8804.0,2.5,2266.6666666666665,0.25
STELLANTIS,NUEVO ASTRA 5P EDITION 15D DTH MT6 S/S 130 HP (96,1424.0,4.3,9574.0,2.2,2627.906976744186,0.4
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V C SERIES,1322.0,5.3,9843.0,2.3,2245.2830188679245,0.25
STELLANTIS,NUEVO C3 PURETECH 110 S&S EAT6 MAX,1165.0,5.9,8804.0,3.0,2271.186440677966,0.25
STELLANTIS,NUEVO 308 5P ACTIVE PACK PURETECH 130 S&S EAT8,1363.0,5.7,8477.0,2.4,2245.614035087719,0.25
STELLANTIS,NUEVO C4 PURETECH 130 S&S EAT8 SHINE (SOLO STOCK),1353.0,5.8,9843.0,2.3,2241.3793103448274,0.25
STELLANTIS,NUEVO 308 SW ACTIVE PACK BLUEHDI 130 S&S EAT8,1475.0,4.9,8477.0,3.0,2632.6530612244896,0.4
STELLANTIS,N 508 5P GT PURETECH 130 S&S EAT8,1501.0,5.9,16180.0,2.8,2237.2881355932204,0.25
STELLANTIS,NUEVO ASTRA 5P GS 15D DTH AT8 S/S 130 HP (96KW),1438.0,5.0,9574.0,2.2,2600.0,0.4
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S 6V SHINE PACK (SOLO ST,1505.0,5.0,17283.0,3.1,2600.0,0.4
STELLANTIS,NUEVO C4 PURETECH 100 S&S 6V YOU,1284.0,5.4,9843.0,2.5,2240.7407407407404,0.25
STELLANTIS,508 5P GT BLUEHDI 130 S&S EAT8,1495.0,5.0,16180.0,2.5,2620.0,0.4
STELLANTIS,308 SW ACTIVE PACK BLUEHDI 130 S&S EAT8,1475.0,4.9,8477.0,3.0,2632.6530612244896,0.4
STELLANTIS,NUEVO C3 PURETECH 83 S&S  FEEL (SOLO STOCK),1055.0,5.5,8804.0,2.8,2236.3636363636365,0.25
BMW,X2 XDRIVE18D,1680.0,,32215.0,2.7,,0.4
STELLANTIS,NUEVO C3 PURETECH 83 S&S FEEL PACK (SOLO STOCK),1055.0,5.5,8804.0,3.2,2236.3636363636365,0.25
STELLANTIS,COMBO LIFE L1 ELEGANCE PLUS 12 T S/S AT8 63 130,1485.0,6.8,12729.0,2.4,2250.0,0.25
STELLANTIS,308 SW ALLURE PACK PURETECH 130 S&S 6 VEL MAN,1385.0,5.7,8477.0,2.6,2263.157894736842,0.25
STELLANTIS,3008 GT PACK PURETECH 130 S&S EAT8,1395.0,6.5,19475.0,2.7,2261.5384615384614,0.25
STELLANTIS,CROSSLAND EDITION 15 DIE MT6 S/S 110CV (81KW),1312.0,4.8,17586.0,3.1,2625.0,0.4
STELLANTIS,MOKKA EDITION  12 T 100CV MT6 S/S 100 CV (74KW),1270.0,5.5,22853.0,2.8,2272.7272727272725,0.25
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V SHINE PACK,1291.0,6.0,11330.0,2.8,2266.6666666666665,0.25
STELLANTIS,508 5P ALLURE PACK PURETECH 130 S&S EAT8,1475.0,5.8,16180.0,2.5,2258.6206896551726,0.25
STELLANTIS,NUEVO C4X BLUEHDI 130 S&S EAT8  SHINE,1395.0,4.8,9843.0,2.3,2645.8333333333335,0.4
STELLANTIS,N 508 SW ALLURE BLUEHDI 130 S&S EAT8,1588.0,5.2,16180.0,2.3,2596.153846153846,0.4
STELLANTIS,308 SW GT BLUEHDI 130 S&S EAT8,1475.0,5.0,8477.0,2.0,2640.0,0.4
STELLANTIS,308 SW ACTIVE PACK PURETECH 130 S&S 6 VEL MAN,1385.0,5.6,8477.0,3.2,2250.0,0.25
STELLANTIS,MOKKA ULTIMATE  12 T 130CV AT8 S/S 130 CV (96KW),1295.0,6.0,15522.0,2.3,2233.3333333333335,0.25
STELLANTIS,RIFTER GT BLUEHDI 130 S&S 6 VEL MAN LONG,1627.0,5.8,31765.0,2.5,2637.9310344827586,0.4
STELLANTIS,308 SW ALLURE PACK BLUEHDI 130 S&S EAT8,1475.0,5.0,8477.0,2.5,2620.0,0.4
STELLANTIS,NUEVO C3 BLUE HDI 100 S&S SHINE (SOLO STOCK),1165.0,4.3,8804.0,2.7,2604.651162790698,0.4
STELLANTIS,308 5P STYLE PURETECH 130 S&S 6 VEL MAN,1333.0,5.5,8477.0,2.8,2254.5454545454545,0.25
STELLANTIS,NUEVO C4X BLUEHDI 130 S&S EAT8 FEEL PACK,1395.0,4.9,9843.0,2.5,2612.2448979591836,0.4
STELLANTIS,NUEVO ASTRA 5P EDITION 12T XHT MT6 S/S 130 HP (96,1341.0,5.4,9574.0,2.7,2277.777777777778,0.25
STELLANTIS,NUEVO C4 BLUEHDI 130 S&S EAT8 MAX,1399.0,4.9,9843.0,3.1,2632.6530612244896,0.4
STELLANTIS,MOKKA EDITION 12 T MT6 S/S 100CV (74 KW),1270.0,5.5,22853.0,2.7,2254.5454545454545,0.25
STELLANTIS,5008 ALLURE PURETECH 130 S&S 6 VEL MAN,1504.0,6.3,16047.0,2.8,2269.84126984127,0.25
STELLANTIS,508 5P ALLURE PACK  BLUEHDI 130 S&S EAT8,1495.0,5.0,16180.0,2.8,2600.0,0.4
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V YOU,1322.0,5.3,9843.0,3.0,2264.1509433962265,0.25
STELLANTIS,MOKKA BUSINESS ELEGANCE 12 T 100CV MT6 S/S 100 CV,1270.0,5.5,15522.0,2.2,2272.7272727272725,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V FEEL,1483.0,6.3,17283.0,2.4,2238.095238095238,0.25
STELLANTIS,508 5P ACTIVE PACK BLUEHDI 130 S&S EAT8,1495.0,4.6,16180.0,2.8,2608.6956521739135,0.4
STELLANTIS,ASTRA 5P EDITION 12T XHL MT6 S/S 110 CV (81KW),1332.0,5.4,9574.0,2.6,2277.777777777778,0.25
STELLANTIS,ASTRA 5P GS 12T XHT MT6 S/S 130 HP (96KW),1341.0,5.5,9574.0,2.7,2272.7272727272725,0.25
BMW,M235I XDRIVE,1645.0,,47196.0,3.1,,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V FEEL PACK (SOLO ST,1483.0,6.2,17283.0,2.8,2274.1935483870966,0.25
STELLANTIS,NUEVO 308 5P ACTIVE PACK PURETECH 110 S&S MAN,1329.0,5.5,8477.0,2.1,2254.5454545454545,0.25
STELLANTIS,3008 GT PACK BLUEHDI 130 S&S EAT8,1504.0,5.2,19475.0,2.8,2615.3846153846152,0.4
STELLANTIS,NUEVO C4X PURETECH 100 S&S 6V FEEL,1300.0,5.3,9843.0,2.7,2264.1509433962265,0.25
STELLANTIS,2008 ACTIVE PACK PURETECH 130 S&S 6 VEL MAN,1267.0,5.5,12275.0,3.0,2272.7272727272725,0.25
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V C-SERIES (SOLO STO,1254.0,5.9,11330.0,2.8,2271.186440677966,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S EAT8 SHINE PACK (SOLO,1505.0,6.6,17283.0,2.6,2257.5757575757575,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V PLUS,1483.0,6.2,17283.0,2.2,2258.064516129032,0.25
STELLANTIS,RIFTER ALLURE PACK BLUEHDI 100 S&S 6 VEL MAN STAN,1505.0,5.3,31765.0,2.5,2603.7735849056603,0.4
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S EAT8 C SERIES (SOLO ST,1567.0,5.5,17283.0,2.3,2618.181818181818,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V RIP CURL (SOLO STOC,1310.0,5.0,11330.0,2.4,2600.0,0.4
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V FEEL (SOLO STOCK),1483.0,6.3,17283.0,3.1,2238.095238095238,0.25
STELLANTIS,MOKKA BUSINESS ELEGANCE 12 T 130CV AT8 S/S 130 CV,1295.0,5.9,15522.0,2.7,2237.2881355932204,0.25
STELLANTIS,NUEVO C3 PURETECH 83 S&S C SERIES (SOLO STOCK),1055.0,5.5,8804.0,2.2,2236.3636363636365,0.25
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V FEEL,1310.0,4.8,11330.0,3.0,2645.8333333333335,0.4
STELLANTIS,5008 ALLURE BLUEHDI 130 S&S EAT8,1611.0,5.3,16047.0,2.4,2641.509433962264,0.4
STELLANTIS,5008 ACTIVE PACK BLUEHDI 130 S&S EAT8,1611.0,5.6,16047.0,2.4,2607.1428571428573,0.4
STELLANTIS,NUEVO C4 BLUEHDI 110 S&S 6V FEEL PACK,1335.0,4.3,9843.0,2.8,2627.906976744186,0.4
STELLANTIS,NUEVO C3 BLUE HDI 100 S&S FEEL (SOLO STOCK),1165.0,4.3,8804.0,2.7,2581.3953488372094,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V RIP CURL,1310.0,5.0,11330.0,2.3,2600.0,0.4
STELLANTIS,NUEVO 308 5P ALLURE PACK BLUEHDI 130 S&S EAT8,1436.0,5.0,8477.0,3.1,2600.0,0.4
STELLANTIS,5008 GT PURETECH 130 S&S 6 VEL MAN,1504.0,6.3,16047.0,2.5,2269.84126984127,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S EAT8 C SERIES (SOLO S,1505.0,6.5,17283.0,2.7,2276.923076923077,0.25
STELLANTIS,308 5P STYLE PURETECH 130 S&S EAT8,1363.0,5.6,8477.0,2.9,2250.0,0.25
STELLANTIS,NUEVO C4X BLUEHDI 130 S&S EAT8 PLUS,1395.0,4.8,9843.0,2.2,2625.0,0.4
